BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	24
Frequency:    	100 Hz
Frames:       	980
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	    r gr.X	    r gr.Y	    r gr.Z	    l gr.X	    l gr.Y	    l gr.Z	
    10	0.100	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    11	0.110	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    12	0.120	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    13	0.130	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    14	0.140	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    15	0.150	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    16	0.160	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    17	0.170	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    18	0.180	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    19	0.190	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    20	0.200	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    21	0.210	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    22	0.220	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    23	0.230	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    24	0.240	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    25	0.250	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    26	0.260	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    27	0.270	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    28	0.280	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    29	0.290	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    30	0.300	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    31	0.310	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    32	0.320	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
    33	0.330	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	
